"age","married","happiness"
58,0,-0.315789473684211
58,1,-0.105263157894737
58,1,0.105263157894737
58,1,0.315789473684211
58,0,0.526315789473684
58,1,0.736842105263158
58,0,0.947368421052631
58,1,1.15789473684211
58,1,1.36842105263158
58,1,1.57894736842105
58,1,1.78947368421053
58,1,2
57,0,-2
57,0,-1.78947368421053
57,0,-1.57894736842105
57,0,-1.36842105263158
57,0,-1.15789473684211
57,0,-0.947368421052632
57,0,-0.736842105263158
57,1,-0.526315789473684
57,0,-0.315789473684211
57,1,-0.105263157894737
57,1,0.105263157894737
57,1,0.315789473684211
57,1,0.526315789473684
57,0,0.736842105263158
57,1,0.947368421052631
57,1,1.15789473684211
57,1,1.36842105263158
57,1,1.57894736842105
57,1,1.78947368421053
57,1,2
56,0,-2
56,0,-1.78947368421053
56,0,-1.57894736842105
56,0,-1.36842105263158
56,0,-1.15789473684211
56,1,-0.947368421052632
56,1,-0.736842105263158
56,1,-0.526315789473684
56,0,-0.315789473684211
56,0,-0.105263157894737
56,0,0.105263157894737
56,1,0.315789473684211
56,1,0.526315789473684
56,1,0.736842105263158
56,1,0.947368421052631
56,1,1.15789473684211
56,1,1.36842105263158
56,1,1.57894736842105
56,1,1.78947368421053
56,1,2
55,0,-2
55,0,-1.78947368421053
55,0,-1.57894736842105
55,0,-1.36842105263158
55,0,-1.15789473684211
55,0,-0.947368421052632
55,0,-0.736842105263158
55,0,-0.526315789473684
55,0,-0.315789473684211
55,1,-0.105263157894737
55,1,0.105263157894737
55,0,0.315789473684211
55,1,0.526315789473684
55,1,0.736842105263158
55,1,0.947368421052631
55,1,1.15789473684211
55,0,1.36842105263158
55,1,1.57894736842105
55,1,1.78947368421053
55,1,2
54,0,-2
54,0,-1.78947368421053
54,1,-1.57894736842105
54,0,-1.36842105263158
54,1,-1.15789473684211
54,0,-0.947368421052632
54,1,-0.736842105263158
54,0,-0.526315789473684
54,1,-0.315789473684211
54,1,-0.105263157894737
54,1,0.105263157894737
54,1,0.315789473684211
54,1,0.526315789473684
54,1,0.736842105263158
54,1,0.947368421052631
54,1,1.15789473684211
54,1,1.36842105263158
54,1,1.57894736842105
54,1,1.78947368421053
54,1,2
53,0,-2
53,0,-1.78947368421053
53,0,-1.57894736842105
53,0,-1.36842105263158
53,0,-1.15789473684211
53,0,-0.947368421052632
53,0,-0.736842105263158
53,1,-0.526315789473684
53,0,-0.315789473684211
53,0,-0.105263157894737
53,0,0.105263157894737
53,1,0.315789473684211
53,0,0.526315789473684
53,1,0.736842105263158
53,1,0.947368421052631
53,1,1.15789473684211
53,1,1.36842105263158
53,1,1.57894736842105
53,1,1.78947368421053
53,1,2
52,0,-2
52,0,-1.78947368421053
52,1,-1.57894736842105
52,0,-1.36842105263158
52,0,-1.15789473684211
52,0,-0.947368421052632
52,0,-0.736842105263158
52,0,-0.526315789473684
52,1,-0.315789473684211
52,1,-0.105263157894737
52,1,0.105263157894737
52,1,0.315789473684211
52,1,0.526315789473684
52,1,0.736842105263158
52,1,0.947368421052631
52,0,1.15789473684211
52,1,1.36842105263158
52,1,1.57894736842105
52,1,1.78947368421053
52,1,2
51,0,-2
51,0,-1.78947368421053
51,0,-1.57894736842105
51,0,-1.36842105263158
51,1,-1.15789473684211
51,0,-0.947368421052632
51,0,-0.736842105263158
51,0,-0.526315789473684
51,1,-0.315789473684211
51,1,-0.105263157894737
51,1,0.105263157894737
51,0,0.315789473684211
51,1,0.526315789473684
51,1,0.736842105263158
51,1,0.947368421052631
51,1,1.15789473684211
51,1,1.36842105263158
51,1,1.57894736842105
51,1,1.78947368421053
51,1,2
50,0,-2
50,0,-1.78947368421053
50,0,-1.57894736842105
50,0,-1.36842105263158
50,1,-1.15789473684211
50,1,-0.947368421052632
50,0,-0.736842105263158
50,0,-0.526315789473684
50,0,-0.315789473684211
50,0,-0.105263157894737
50,0,0.105263157894737
50,0,0.315789473684211
50,0,0.526315789473684
50,1,0.736842105263158
50,1,0.947368421052631
50,0,1.15789473684211
50,1,1.36842105263158
50,1,1.57894736842105
50,1,1.78947368421053
50,1,2
49,0,-2
49,0,-1.78947368421053
49,1,-1.57894736842105
49,0,-1.36842105263158
49,1,-1.15789473684211
49,0,-0.947368421052632
49,0,-0.736842105263158
49,0,-0.526315789473684
49,1,-0.315789473684211
49,0,-0.105263157894737
49,0,0.105263157894737
49,1,0.315789473684211
49,1,0.526315789473684
49,0,0.736842105263158
49,0,0.947368421052631
49,1,1.15789473684211
49,1,1.36842105263158
49,1,1.57894736842105
49,0,1.78947368421053
49,1,2
48,0,-2
48,0,-1.78947368421053
48,0,-1.57894736842105
48,1,-1.36842105263158
48,1,-1.15789473684211
48,0,-0.947368421052632
48,0,-0.736842105263158
48,0,-0.526315789473684
48,0,-0.315789473684211
48,0,-0.105263157894737
48,0,0.105263157894737
48,1,0.315789473684211
48,1,0.526315789473684
48,0,0.736842105263158
48,1,0.947368421052631
48,1,1.15789473684211
48,1,1.36842105263158
48,1,1.57894736842105
48,1,1.78947368421053
48,1,2
47,0,-2
47,0,-1.78947368421053
47,0,-1.57894736842105
47,0,-1.36842105263158
47,0,-1.15789473684211
47,0,-0.947368421052632
47,0,-0.736842105263158
47,0,-0.526315789473684
47,0,-0.315789473684211
47,1,-0.105263157894737
47,0,0.105263157894737
47,1,0.315789473684211
47,1,0.526315789473684
47,1,0.736842105263158
47,1,0.947368421052631
47,1,1.15789473684211
47,1,1.36842105263158
47,1,1.57894736842105
47,0,1.78947368421053
47,1,2
46,0,-2
46,0,-1.78947368421053
46,0,-1.57894736842105
46,0,-1.36842105263158
46,1,-1.15789473684211
46,0,-0.947368421052632
46,1,-0.736842105263158
46,1,-0.526315789473684
46,1,-0.315789473684211
46,0,-0.105263157894737
46,1,0.105263157894737
46,1,0.315789473684211
46,0,0.526315789473684
46,1,0.736842105263158
46,1,0.947368421052631
46,1,1.15789473684211
46,1,1.36842105263158
46,1,1.57894736842105
46,1,1.78947368421053
46,1,2
45,1,-2
45,0,-1.78947368421053
45,0,-1.57894736842105
45,0,-1.36842105263158
45,0,-1.15789473684211
45,0,-0.947368421052632
45,0,-0.736842105263158
45,0,-0.526315789473684
45,0,-0.315789473684211
45,0,-0.105263157894737
45,1,0.105263157894737
45,1,0.315789473684211
45,0,0.526315789473684
45,1,0.736842105263158
45,1,0.947368421052631
45,1,1.15789473684211
45,1,1.36842105263158
45,1,1.57894736842105
45,1,1.78947368421053
45,1,2
44,0,-2
44,0,-1.78947368421053
44,0,-1.57894736842105
44,0,-1.36842105263158
44,0,-1.15789473684211
44,1,-0.947368421052632
44,0,-0.736842105263158
44,0,-0.526315789473684
44,0,-0.315789473684211
44,1,-0.105263157894737
44,1,0.105263157894737
44,0,0.315789473684211
44,0,0.526315789473684
44,1,0.736842105263158
44,1,0.947368421052631
44,1,1.15789473684211
44,1,1.36842105263158
44,1,1.57894736842105
44,1,1.78947368421053
44,1,2
43,0,-2
43,0,-1.78947368421053
43,0,-1.57894736842105
43,0,-1.36842105263158
43,0,-1.15789473684211
43,0,-0.947368421052632
43,1,-0.736842105263158
43,0,-0.526315789473684
43,0,-0.315789473684211
43,0,-0.105263157894737
43,0,0.105263157894737
43,0,0.315789473684211
43,1,0.526315789473684
43,0,0.736842105263158
43,0,0.947368421052631
43,0,1.15789473684211
43,1,1.36842105263158
43,0,1.57894736842105
43,1,1.78947368421053
43,1,2
42,0,-2
42,0,-1.78947368421053
42,0,-1.57894736842105
42,0,-1.36842105263158
42,0,-1.15789473684211
42,0,-0.947368421052632
42,0,-0.736842105263158
42,0,-0.526315789473684
42,0,-0.315789473684211
42,0,-0.105263157894737
42,1,0.105263157894737
42,1,0.315789473684211
42,1,0.526315789473684
42,1,0.736842105263158
42,0,0.947368421052631
42,0,1.15789473684211
42,1,1.36842105263158
42,1,1.57894736842105
42,1,1.78947368421053
42,1,2
41,0,-2
41,0,-1.78947368421053
41,0,-1.57894736842105
41,0,-1.36842105263158
41,0,-1.15789473684211
41,0,-0.947368421052632
41,1,-0.736842105263158
41,0,-0.526315789473684
41,0,-0.315789473684211
41,0,-0.105263157894737
41,0,0.105263157894737
41,0,0.315789473684211
41,1,0.526315789473684
41,0,0.736842105263158
41,1,0.947368421052631
41,1,1.15789473684211
41,1,1.36842105263158
41,1,1.57894736842105
41,1,1.78947368421053
41,1,2
40,0,-2
40,0,-1.78947368421053
40,0,-1.57894736842105
40,0,-1.36842105263158
40,1,-1.15789473684211
40,0,-0.947368421052632
40,0,-0.736842105263158
40,1,-0.526315789473684
40,0,-0.315789473684211
40,1,-0.105263157894737
40,1,0.105263157894737
40,1,0.315789473684211
40,0,0.526315789473684
40,1,0.736842105263158
40,0,0.947368421052631
40,1,1.15789473684211
40,1,1.36842105263158
40,1,1.57894736842105
40,1,1.78947368421053
40,1,2
39,0,-2
39,0,-1.78947368421053
39,0,-1.57894736842105
39,0,-1.36842105263158
39,0,-1.15789473684211
39,0,-0.947368421052632
39,0,-0.736842105263158
39,0,-0.526315789473684
39,1,-0.315789473684211
39,0,-0.105263157894737
39,0,0.105263157894737
39,0,0.315789473684211
39,1,0.526315789473684
39,0,0.736842105263158
39,1,0.947368421052631
39,1,1.15789473684211
39,1,1.36842105263158
39,1,1.57894736842105
39,1,1.78947368421053
39,1,2
38,0,-2
38,0,-1.78947368421053
38,0,-1.57894736842105
38,0,-1.36842105263158
38,1,-1.15789473684211
38,1,-0.947368421052632
38,0,-0.736842105263158
38,0,-0.526315789473684
38,0,-0.315789473684211
38,1,-0.105263157894737
38,1,0.105263157894737
38,1,0.315789473684211
38,0,0.526315789473684
38,1,0.736842105263158
38,1,0.947368421052631
38,1,1.15789473684211
38,1,1.36842105263158
38,0,1.57894736842105
38,1,1.78947368421053
38,1,2
37,0,-2
37,0,-1.78947368421053
37,0,-1.57894736842105
37,0,-1.36842105263158
37,0,-1.15789473684211
37,0,-0.947368421052632
37,0,-0.736842105263158
37,0,-0.526315789473684
37,0,-0.315789473684211
37,0,-0.105263157894737
37,0,0.105263157894737
37,0,0.315789473684211
37,0,0.526315789473684
37,1,0.736842105263158
37,0,0.947368421052631
37,1,1.15789473684211
37,1,1.36842105263158
37,1,1.57894736842105
37,0,1.78947368421053
37,1,2
36,0,-2
36,0,-1.78947368421053
36,0,-1.57894736842105
36,0,-1.36842105263158
36,0,-1.15789473684211
36,0,-0.947368421052632
36,0,-0.736842105263158
36,0,-0.526315789473684
36,1,-0.315789473684211
36,0,-0.105263157894737
36,0,0.105263157894737
36,0,0.315789473684211
36,1,0.526315789473684
36,1,0.736842105263158
36,1,0.947368421052631
36,1,1.15789473684211
36,1,1.36842105263158
36,0,1.57894736842105
36,1,1.78947368421053
36,1,2
35,0,-2
35,0,-1.78947368421053
35,0,-1.57894736842105
35,0,-1.36842105263158
35,0,-1.15789473684211
35,0,-0.947368421052632
35,0,-0.736842105263158
35,0,-0.526315789473684
35,0,-0.315789473684211
35,1,-0.105263157894737
35,0,0.105263157894737
35,1,0.315789473684211
35,0,0.526315789473684
35,1,0.736842105263158
35,1,0.947368421052631
35,1,1.15789473684211
35,1,1.36842105263158
35,1,1.57894736842105
35,1,1.78947368421053
35,1,2
34,0,-2
34,0,-1.78947368421053
34,0,-1.57894736842105
34,1,-1.36842105263158
34,0,-1.15789473684211
34,1,-0.947368421052632
34,0,-0.736842105263158
34,0,-0.526315789473684
34,0,-0.315789473684211
34,1,-0.105263157894737
34,1,0.105263157894737
34,0,0.315789473684211
34,1,0.526315789473684
34,0,0.736842105263158
34,0,0.947368421052631
34,0,1.15789473684211
34,0,1.36842105263158
34,1,1.57894736842105
34,1,1.78947368421053
34,1,2
33,0,-2
33,0,-1.78947368421053
33,0,-1.57894736842105
33,0,-1.36842105263158
33,0,-1.15789473684211
33,1,-0.947368421052632
33,0,-0.736842105263158
33,0,-0.526315789473684
33,1,-0.315789473684211
33,1,-0.105263157894737
33,0,0.105263157894737
33,0,0.315789473684211
33,0,0.526315789473684
33,1,0.736842105263158
33,0,0.947368421052631
33,1,1.15789473684211
33,1,1.36842105263158
33,1,1.57894736842105
33,1,1.78947368421053
33,0,2
32,0,-2
32,0,-1.78947368421053
32,0,-1.57894736842105
32,0,-1.36842105263158
32,0,-1.15789473684211
32,0,-0.947368421052632
32,0,-0.736842105263158
32,0,-0.526315789473684
32,1,-0.315789473684211
32,0,-0.105263157894737
32,1,0.105263157894737
32,0,0.315789473684211
32,0,0.526315789473684
32,0,0.736842105263158
32,0,0.947368421052631
32,0,1.15789473684211
32,1,1.36842105263158
32,1,1.57894736842105
32,1,1.78947368421053
32,1,2
31,0,-2
31,0,-1.78947368421053
31,0,-1.57894736842105
31,0,-1.36842105263158
31,0,-1.15789473684211
31,0,-0.947368421052632
31,0,-0.736842105263158
31,0,-0.526315789473684
31,0,-0.315789473684211
31,1,-0.105263157894737
31,1,0.105263157894737
31,1,0.315789473684211
31,0,0.526315789473684
31,0,0.736842105263158
31,1,0.947368421052631
31,0,1.15789473684211
31,0,1.36842105263158
31,1,1.57894736842105
31,0,1.78947368421053
31,1,2
30,0,-2
30,0,-1.78947368421053
30,0,-1.57894736842105
30,0,-1.36842105263158
30,0,-1.15789473684211
30,0,-0.947368421052632
30,0,-0.736842105263158
30,0,-0.526315789473684
30,0,-0.315789473684211
30,0,-0.105263157894737
30,0,0.105263157894737
30,0,0.315789473684211
30,0,0.526315789473684
30,1,0.736842105263158
30,1,0.947368421052631
30,1,1.15789473684211
30,0,1.36842105263158
30,0,1.57894736842105
30,1,1.78947368421053
30,1,2
29,0,-2
29,0,-1.78947368421053
29,0,-1.57894736842105
29,0,-1.36842105263158
29,0,-1.15789473684211
29,0,-0.947368421052632
29,0,-0.736842105263158
29,0,-0.526315789473684
29,0,-0.315789473684211
29,0,-0.105263157894737
29,1,0.105263157894737
29,0,0.315789473684211
29,1,0.526315789473684
29,0,0.736842105263158
29,0,0.947368421052631
29,0,1.15789473684211
29,0,1.36842105263158
29,1,1.57894736842105
29,1,1.78947368421053
29,1,2
28,0,-2
28,0,-1.78947368421053
28,0,-1.57894736842105
28,0,-1.36842105263158
28,0,-1.15789473684211
28,0,-0.947368421052632
28,0,-0.736842105263158
28,0,-0.526315789473684
28,0,-0.315789473684211
28,0,-0.105263157894737
28,0,0.105263157894737
28,0,0.315789473684211
28,1,0.526315789473684
28,0,0.736842105263158
28,0,0.947368421052631
28,1,1.15789473684211
28,1,1.36842105263158
28,0,1.57894736842105
28,1,1.78947368421053
28,1,2
27,0,-2
27,0,-1.78947368421053
27,0,-1.57894736842105
27,0,-1.36842105263158
27,0,-1.15789473684211
27,0,-0.947368421052632
27,0,-0.736842105263158
27,0,-0.526315789473684
27,0,-0.315789473684211
27,0,-0.105263157894737
27,1,0.105263157894737
27,0,0.315789473684211
27,0,0.526315789473684
27,0,0.736842105263158
27,0,0.947368421052631
27,1,1.15789473684211
27,0,1.36842105263158
27,1,1.57894736842105
27,1,1.78947368421053
27,1,2
26,0,-2
26,0,-1.78947368421053
26,0,-1.57894736842105
26,0,-1.36842105263158
26,0,-1.15789473684211
26,0,-0.947368421052632
26,0,-0.736842105263158
26,0,-0.526315789473684
26,0,-0.315789473684211
26,0,-0.105263157894737
26,0,0.105263157894737
26,0,0.315789473684211
26,0,0.526315789473684
26,0,0.736842105263158
26,1,0.947368421052631
26,0,1.15789473684211
26,0,1.36842105263158
26,1,1.57894736842105
26,1,1.78947368421053
26,0,2
25,0,-2
25,0,-1.78947368421053
25,0,-1.57894736842105
25,0,-1.36842105263158
25,0,-1.15789473684211
25,0,-0.947368421052632
25,0,-0.736842105263158
25,0,-0.526315789473684
25,0,-0.315789473684211
25,0,-0.105263157894737
25,0,0.105263157894737
25,1,0.315789473684211
25,1,0.526315789473684
25,1,0.736842105263158
25,0,0.947368421052631
25,0,1.15789473684211
25,1,1.36842105263158
25,0,1.57894736842105
25,0,1.78947368421053
25,1,2
24,0,-2
24,0,-1.78947368421053
24,0,-1.57894736842105
24,0,-1.36842105263158
24,0,-1.15789473684211
24,0,-0.947368421052632
24,0,-0.736842105263158
24,0,-0.526315789473684
24,0,-0.315789473684211
24,0,-0.105263157894737
24,0,0.105263157894737
24,0,0.315789473684211
24,0,0.526315789473684
24,1,0.736842105263158
24,0,0.947368421052631
24,0,1.15789473684211
24,0,1.36842105263158
24,1,1.57894736842105
24,0,1.78947368421053
24,0,2
23,0,-2
23,0,-1.78947368421053
23,0,-1.57894736842105
23,0,-1.36842105263158
23,1,-1.15789473684211
23,0,-0.947368421052632
23,0,-0.736842105263158
23,0,-0.526315789473684
23,0,-0.315789473684211
23,0,-0.105263157894737
23,0,0.105263157894737
23,0,0.315789473684211
23,1,0.526315789473684
23,0,0.736842105263158
23,1,0.947368421052631
23,1,1.15789473684211
23,0,1.36842105263158
23,1,1.57894736842105
23,1,1.78947368421053
23,1,2
22,0,-2
22,0,-1.78947368421053
22,0,-1.57894736842105
22,0,-1.36842105263158
22,0,-1.15789473684211
22,0,-0.947368421052632
22,0,-0.736842105263158
22,0,-0.526315789473684
22,0,-0.315789473684211
22,0,-0.105263157894737
22,0,0.105263157894737
22,1,0.315789473684211
22,0,0.526315789473684
22,0,0.736842105263158
22,0,0.947368421052631
22,0,1.15789473684211
22,0,1.36842105263158
22,1,1.57894736842105
22,1,1.78947368421053
22,1,2
21,0,-2
21,0,-1.78947368421053
21,0,-1.57894736842105
21,0,-1.36842105263158
21,0,-1.15789473684211
21,0,-0.947368421052632
21,0,-0.736842105263158
21,0,-0.526315789473684
21,0,-0.315789473684211
21,0,-0.105263157894737
21,0,0.105263157894737
21,0,0.315789473684211
21,0,0.526315789473684
21,1,0.736842105263158
21,1,0.947368421052631
21,0,1.15789473684211
21,0,1.36842105263158
21,0,1.57894736842105
21,0,1.78947368421053
21,0,2
20,0,-2
20,0,-1.78947368421053
20,0,-1.57894736842105
20,0,-1.36842105263158
20,0,-1.15789473684211
20,0,-0.947368421052632
20,0,-0.736842105263158
20,0,-0.526315789473684
20,0,-0.315789473684211
20,0,-0.105263157894737
20,0,0.105263157894737
20,0,0.315789473684211
20,0,0.526315789473684
20,0,0.736842105263158
20,0,0.947368421052631
20,1,1.15789473684211
20,0,1.36842105263158
20,0,1.57894736842105
20,1,1.78947368421053
20,0,2
19,0,-2
19,0,-1.78947368421053
19,0,-1.57894736842105
19,0,-1.36842105263158
19,0,-1.15789473684211
19,0,-0.947368421052632
19,0,-0.736842105263158
19,0,-0.526315789473684
19,0,-0.315789473684211
19,0,-0.105263157894737
19,0,0.105263157894737
19,0,0.315789473684211
19,0,0.526315789473684
19,0,0.736842105263158
19,0,0.947368421052631
19,0,1.15789473684211
19,1,1.36842105263158
19,1,1.57894736842105
19,0,1.78947368421053
19,0,2
18,0,-2
18,0,-1.78947368421053
18,0,-1.57894736842105
18,0,-1.36842105263158
18,0,-1.15789473684211
18,0,-0.947368421052632
18,0,-0.736842105263158
18,0,-0.526315789473684
18,0,-0.315789473684211
18,0,-0.105263157894737
18,1,0.105263157894737
18,0,0.315789473684211
18,0,0.526315789473684
18,0,0.736842105263158
18,0,0.947368421052631
18,0,1.15789473684211
18,0,1.36842105263158
18,0,1.57894736842105
18,0,1.78947368421053
18,0,2
17,0,-2
17,0,-1.78947368421053
17,0,-1.57894736842105
17,0,-1.36842105263158
17,0,-1.15789473684211
17,0,-0.947368421052632
17,0,-0.736842105263158
17,0,-0.526315789473684
17,0,-0.315789473684211
17,0,-0.105263157894737
17,0,0.105263157894737
17,0,0.315789473684211
17,0,0.526315789473684
17,0,0.736842105263158
17,0,0.947368421052631
17,0,1.15789473684211
17,0,1.36842105263158
17,0,1.57894736842105
17,0,1.78947368421053
17,0,2
16,0,-2
16,0,-1.78947368421053
16,0,-1.57894736842105
16,0,-1.36842105263158
16,0,-1.15789473684211
16,0,-0.947368421052632
16,0,-0.736842105263158
16,0,-0.526315789473684
16,0,-0.315789473684211
16,0,-0.105263157894737
16,0,0.105263157894737
16,0,0.315789473684211
16,0,0.526315789473684
16,0,0.736842105263158
16,0,0.947368421052631
16,0,1.15789473684211
16,0,1.36842105263158
16,0,1.57894736842105
16,0,1.78947368421053
16,0,2
15,0,-2
15,0,-1.78947368421053
15,0,-1.57894736842105
15,0,-1.36842105263158
15,0,-1.15789473684211
15,0,-0.947368421052632
15,0,-0.736842105263158
15,0,-0.526315789473684
15,0,-0.315789473684211
15,0,-0.105263157894737
15,0,0.105263157894737
15,0,0.315789473684211
15,0,0.526315789473684
15,0,0.736842105263158
15,0,0.947368421052631
15,0,1.15789473684211
15,0,1.36842105263158
15,0,1.57894736842105
15,0,1.78947368421053
15,0,2
14,0,-2
14,0,-1.78947368421053
14,0,-1.57894736842105
14,0,-1.36842105263158
14,0,-1.15789473684211
14,0,-0.947368421052632
14,0,-0.736842105263158
14,0,-0.526315789473684
14,0,-0.315789473684211
14,0,-0.105263157894737
14,0,0.105263157894737
14,0,0.315789473684211
14,0,0.526315789473684
14,0,0.736842105263158
14,0,0.947368421052631
14,0,1.15789473684211
14,0,1.36842105263158
14,0,1.57894736842105
14,0,1.78947368421053
14,0,2
13,0,-2
13,0,-1.78947368421053
13,0,-1.57894736842105
13,0,-1.36842105263158
13,0,-1.15789473684211
13,0,-0.947368421052632
13,0,-0.736842105263158
13,0,-0.526315789473684
13,0,-0.315789473684211
13,0,-0.105263157894737
13,0,0.105263157894737
13,0,0.315789473684211
13,0,0.526315789473684
13,0,0.736842105263158
13,0,0.947368421052631
13,0,1.15789473684211
13,0,1.36842105263158
13,0,1.57894736842105
13,0,1.78947368421053
13,0,2
12,0,-2
12,0,-1.78947368421053
12,0,-1.57894736842105
12,0,-1.36842105263158
12,0,-1.15789473684211
12,0,-0.947368421052632
12,0,-0.736842105263158
12,0,-0.526315789473684
12,0,-0.315789473684211
12,0,-0.105263157894737
12,0,0.105263157894737
12,0,0.315789473684211
12,0,0.526315789473684
12,0,0.736842105263158
12,0,0.947368421052631
12,0,1.15789473684211
12,0,1.36842105263158
12,0,1.57894736842105
12,0,1.78947368421053
12,0,2
11,0,-2
11,0,-1.78947368421053
11,0,-1.57894736842105
11,0,-1.36842105263158
11,0,-1.15789473684211
11,0,-0.947368421052632
11,0,-0.736842105263158
11,0,-0.526315789473684
11,0,-0.315789473684211
11,0,-0.105263157894737
11,0,0.105263157894737
11,0,0.315789473684211
11,0,0.526315789473684
11,0,0.736842105263158
11,0,0.947368421052631
11,0,1.15789473684211
11,0,1.36842105263158
11,0,1.57894736842105
11,0,1.78947368421053
11,0,2
10,0,-2
10,0,-1.78947368421053
10,0,-1.57894736842105
10,0,-1.36842105263158
10,0,-1.15789473684211
10,0,-0.947368421052632
10,0,-0.736842105263158
10,0,-0.526315789473684
10,0,-0.315789473684211
10,0,-0.105263157894737
10,0,0.105263157894737
10,0,0.315789473684211
10,0,0.526315789473684
10,0,0.736842105263158
10,0,0.947368421052631
10,0,1.15789473684211
10,0,1.36842105263158
10,0,1.57894736842105
10,0,1.78947368421053
10,0,2
9,0,-2
9,0,-1.78947368421053
9,0,-1.57894736842105
9,0,-1.36842105263158
9,0,-1.15789473684211
9,0,-0.947368421052632
9,0,-0.736842105263158
9,0,-0.526315789473684
9,0,-0.315789473684211
9,0,-0.105263157894737
9,0,0.105263157894737
9,0,0.315789473684211
9,0,0.526315789473684
9,0,0.736842105263158
9,0,0.947368421052631
9,0,1.15789473684211
9,0,1.36842105263158
9,0,1.57894736842105
9,0,1.78947368421053
9,0,2
8,0,-2
8,0,-1.78947368421053
8,0,-1.57894736842105
8,0,-1.36842105263158
8,0,-1.15789473684211
8,0,-0.947368421052632
8,0,-0.736842105263158
8,0,-0.526315789473684
8,0,-0.315789473684211
8,0,-0.105263157894737
8,0,0.105263157894737
8,0,0.315789473684211
8,0,0.526315789473684
8,0,0.736842105263158
8,0,0.947368421052631
8,0,1.15789473684211
8,0,1.36842105263158
8,0,1.57894736842105
8,0,1.78947368421053
8,0,2
7,0,-2
7,0,-1.78947368421053
7,0,-1.57894736842105
7,0,-1.36842105263158
7,0,-1.15789473684211
7,0,-0.947368421052632
7,0,-0.736842105263158
7,0,-0.526315789473684
7,0,-0.315789473684211
7,0,-0.105263157894737
7,0,0.105263157894737
7,0,0.315789473684211
7,0,0.526315789473684
7,0,0.736842105263158
